"Quarter","AdSet","Ad","Vendor","Impressions","CTR","UPV","BR","Av_TOP","Cost","Start_Date","End_Date"
"FY19Q3","FA20_UG_TL_FB_CAR","TL_FB_CAR","FB_CAR","34,550","0.44%","80","96.15%", 00:00:25.0,"$ 106.71","03-2019","11-2019"
"FY19Q3","FA20_UG_TL_FB_DISP","TL_FB_DISP","FB_DISP","99,047","0.34%","199","89.95%", 00:01:35.0,"$ 310.32","03-2019","03-2020"
"FY19Q3","FA20_UG_TL_FB_VID","TL_FB_VID","FB_VID","90,057","0.66%","229","94.52%", 00:01:05.0,"$ 582.97","03-2019","11-2019"
"FY19Q3","FA20_UG_TL_IG_CAR","TL_IG_CAR","IG_CAR","25,923","0.2%","43","95.24%", 00:00:45.0,"$ 93.3","03-2019","11-2019"
"FY19Q3","FA20_UG_TL_IG_DISP","TL_IG_DISP","IG_DISP","104,776","0.2%","96","96.7%", 00:00:40.0,"$ 422.78","03-2019","03-2020"
"FY19Q3","FA20_UG_TL_IG_VID","TL_IG_VID","IG_VID","109,045","0.17%","80","97.37%", 00:00:35.0,"$ 483.92","03-2019","11-2019"
"FY19Q3","FA20_UNI_ALL_BDN_VID","ALL_BDN_VID","BDN_VID","4,121","7.72%","202","94.95%", 00:01:40.0,"$ 164.84","03-2019","06-2019"
"FY19Q3","FA20_UNI_ALL_DBM_VID","ALL_DBM_VID","DBM_VID","25,976","0.49%","68","86.15%", 00:04:10.0,"$ 656.91","03-2019","07-2019"
"FY19Q3","FA20_UNI_ALL_YT_VID","ALL_YT_VID","YT_VID","367","0%","5","75%", 00:00:20.0,"$ 7.42","03-2019","07-2019"
"FY19Q3","SP19_CLR_ALL_FB_DISP","ALL_FB_DISP","FB_DISP","518,581","0.25%","331","95.45%", 00:00:25.0,"$ 1429.89","12-2018","05-2019"
"FY19Q3","SP19_GR_WA_FB_DISP","WA_FB_DISP","FB_DISP","237,588","0.36%","426","89.49%", 00:01:20.0,"$ 792.84","09-2018","03-2019"
"FY19Q3","SP19_ST_WA_FB_DISP","WA_FB_DISP","FB_DISP","208,402","0.22%","315","94.1%", 00:00:30.0,"$ 634.58","11-2018","07-2019"
"FY19Q3","SU19_IC_ALL_FB_DISP","ALL_FB_DISP","FB_DISP","124,990","0.43%","533","78.67%", 00:00:55.0,"$ 329.04","02-2019","06-2020"
"FY19Q3","SU19_IC_ALL_IG_DISP","ALL_IG_DISP","IG_DISP","32,227","0.6%","134","96.92%", 00:00:20.0,"$ 339.76","02-2019","02-2020"
"FY19Q4","FA19_DC_WA_FB_DISP","WA_FB_DISP","FB_DISP","30,511","0.97%","68","93.65%", 00:02:50.0,"$ 231.37","08-2018","08-2019"
"FY19Q4","FA19_DC_WA_FB_VID","WA_FB_VID","FB_VID","83,086","1.22%","185","93.82%", 00:00:40.0,"$ 683.74","09-2018","07-2019"
"FY19Q4","FA19_DC_WA_IG_DISP","WA_IG_DISP","IG_DISP","16,741","0.62%","52","96.15%", 00:11:25.0,"$ 147.02","08-2018","07-2019"
